v0,theta_mrad,V_mean,V_std,N0_mean,N0_std,a_min,a_min_err
54555.947811685255,0.5,0.9778070023329706,0.04962505140797168,309.8,130.89194016439666,27523.93302689049,5979.934516092912
54555.947811685255,0.8,0.9737334401656813,0.036162669853197986,334.0,236.8111061584739,26618.956336831696,9488.26388936862
54555.947811685255,1.0,0.9375344387612493,0.0935176340984211,536.4,158.7334243314873,21815.8795848238,3892.92465148799
54555.947811685255,1.25,0.9842900813044443,0.03512844612425725,708.8,161.48900891391958,18076.709508195494,2157.941181290234
54555.947811685255,1.4,0.9837064251633304,0.036433540931272906,844.8,250.39808305975507,16567.687013619947,2530.8392235554525
54555.947811685255,1.5,0.9890787716434817,0.01585733086588877,655.0,202.5993583405436,18713.40476593623,2909.649609377148
54555.947811685255,1.6,0.9559078240229433,0.0985931027605819,1058.6,188.53859021431128,15230.788277432712,2075.4200317687214
54555.947811685255,1.7,0.9946463448041524,0.011971136946009901,952.6,285.295110368194,15430.512922110007,2318.1010120850724
54555.947811685255,1.8,0.9999999999999977,5.114562628089052e-15,831.0,286.0104893181367,16432.50716348744,2827.8395996106074
54555.947811685255,1.9,0.9835012474141187,0.023043149010742944,1029.8,238.53658000399017,15009.042360699124,1773.5148379297527
54555.947811685255,2.0,0.9970484718419191,0.006599817598973207,1151.4,383.279662909474,14001.512659749933,2332.263918681513
54555.947811685255,2.1,0.9521826497739656,0.06599418690927675,1244.8,232.21907759699675,14100.492719125012,1638.5714522029675
54555.947811685255,2.25,0.981167841258239,0.027861233651230333,1273.4,227.35830752360908,13529.402401055764,1267.4276587121542
54555.947811685255,2.5,0.9999999999999998,1.2412670766236366e-16,1623.0,291.32027049280316,11758.314775044411,1055.278940482274
54555.947811685255,3.0,0.9541216388863294,0.06318709227748227,1755.2,412.1325029647625,11850.516834371521,1597.3747840729354
54555.947811685255,4.0,0.9999999999999998,1.2412670766236366e-16,2251.4,325.82403226281514,9983.38940651616,722.40121526183
54555.947811685255,5.5,0.9973553026795979,0.005913722988330317,3092.6,362.52075802635085,8540.682265706437,503.1329749314554
54555.947811685255,8.0,0.9992171352110188,0.001750538885352587,3966.2,637.6415137049971,7527.610928356026,605.2464620743793
54555.947811685255,10.0,0.9999999999999998,1.2412670766236366e-16,5578.6,689.91325541694,6342.226251600668,392.1759903768502
54555.947811685255,12.0,0.999999838227031,3.617353555528306e-07,6433.0,351.1744580689205,5906.057036071231,161.20444420554895
54555.947811685255,14.0,0.9999999999999998,1.2412670766236366e-16,7677.6,886.8268151110452,5406.193689699243,312.23022374891957
54555.947811685255,17.0,0.9999999999999997,4.47545209131181e-16,9127.8,665.8113096065581,4958.168528039694,180.8324394105989
54555.947811685255,20.0,0.9999999999999998,1.2412670766236366e-16,11136.8,1016.5474410965776,4488.736706236473,204.86198066235215
59386.018675902655,0.0,0.9999999999999998,1.2412670766236366e-16,584.8,183.7258827710456,23210.52002030828,3646.0099865818793
59386.018675902655,0.2,0.5771633893862682,0.4263948881541269,106.2,100.4574536806503,94368.60152933627,82780.44569965641
59386.018675902655,0.5,0.9696273098438974,0.0567788195323225,564.2,323.88609108759204,24370.653376106402,7139.225484419279
59386.018675902655,0.8,0.9880737864794634,0.022589437516926273,655.0,393.0413464255383,22196.19466719483,6678.864618628356
59386.018675902655,1.0,0.9999999999999561,9.771255688631466e-14,898.6,111.61227531055893,18724.289428625303,1162.8425031728887
